WKN;Name;ISIN;Branche;Sektor;Stock3Score;Momentum_&_Vola;Kursperform 6 M;Kursperform_1_J;Delta_52_Wochen_Hoch;Vola_1_J;Bewertung;KUV;Free_Cash_Flow;PEG_Ratio;KGV_(2023);KGV_(2024);Kursziel;Wachstum;Umsatzwachstum_ueber_5_J;EPS-Wachstum_ueber_5_J;Umsatzwachstum_(2023);Umsatzwachstum_(2024);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2023);Wachstum_des_verwaesserten_Gewinns_je_Aktie_(2024);Qualitaet_und_Verschuldung;Eigenkapitalrendite;Eigenkapitalquote;EBIT-Marge;Liquiditaet_dritten_Grades;Liquiditaet_zweiten_Grades;Verhaeltnis_aus_Schulden_zum_EK;Verhaeltnis_aus_Schulden_und_Vermoegenswerten;Zinsdeckungsgrad;Dividende_&_Aktienrueckkaeufe;Gesamtrendite;Payout_Ratio;Dividende_(2023);Dividende_(2024
856584;Humana Inc.;US4448591028;Gesundheitsprogramme;Gesundheitswesen;73;82;4,20;2,40;-8,49;0,264;62;0,66;21,20;1,10;18,46;16,29;11,77;86;81,69;131,08;11,34;9,00;27,41;13,38;40;20,90;4,60;35,56;-;-;74,61;26,53;989,78;40;3,52;14,27;0,70;0,70
868402;Verizon Communications Inc.;US92343V1044;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;30;49;-14,50;-10,27;-25,50;0,220;59;0,98;28,38;6,05;6,81;6,86;21,55;9;2,02;24,26;-2,44;1,55;-7,66;-0,74;17;23,22;24,06;24,01;0,75;0,54;193,46;46,44;882,48;94;8,05;51,09;8,30;8,40
157484;Comcast Corp. Class A;US20030N1019;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;47;99;15,91;41,50;-9,11;0,233;69;1,56;21,41;0,96;11,36;10,21;15,32;49;27,20;48,60;-1,00;2,41;211,83;11,30;9;7,41;12,38;31,46;0,78;0,62;117,13;36,85;338,30;52;8,69;89,26;2,70;2,90
A1T7LU;T-Mobile US Inc.;US8725901040;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;24;78;-5,43;1,08;-10,65;0,209;46;2,19;neg.;0,24;19,26;13,81;26,55;79;81,03;111,46;-1,47;3,48;247,33;39,50;7;9,05;14,29;32,96;0,77;0,57;154,84;51,04;193,52;25;6,80;16.200,00;0,40;1,40
A0HL9Z;AT & T Inc.;US00206R1023;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;15;44;-11,58;-9,36;-28,01;0,273;60;0,88;20,72;9,24;6,41;6,23;14,65;17;-28,71;-14,87;0,82;1,22;114,70;2,93;2;-8,18;1,88;24,20;0,59;0,27;158,65;38,40;49,35;78;7,58;76,19;7,20;7,20
555750;Deutsche Telekom AG;DE0005557508;Telekommunikationsdienstleistungen;Kommunikationsdienstleistungen;35;76;-9,44;5,31;-12,87;0,158;69;0,87;19,70;1,54;11,12;10,96;28,10;45;47,93;295,10;-1,88;2,67;12,89;1,43;10;36,22;15,53;16,26;0,86;0,65;304,27;49,48;293,29;50;3,52;73,56;3,90;4,40
A0NC7B;VISA Inc.;US92826C8394;Kreditdienstleistungen;Finanzdienstleistungen;83;96;0,65;23,06;-6,31;0,192;16;15,65;28,30;1,52;26,95;23,81;19,38;83;58,25;96,02;11,27;10,63;23,87;13,18;87;46,17;65,62;41,61;1,45;1,08;63,10;26,26;3.471,00;39;2,97;22,50;0,80;0,90
A0F602;MasterCard Inc.;US57636Q1040;Kreditdienstleistungen;Finanzdienstleistungen;61;96;3,26;27,97;-7,56;0,203;13;15,97;37,44;1,34;31,81;26,66;18,50;89;68,63;115,56;13,37;12,98;18,29;19,44;55;175,25;56,13;16,26;1,17;0,76;222,66;36,21;2.590,87;38;3,04;19,96;0,60;0,60
850226;American Express Co.;US0258161092;Kreditdienstleistungen;Finanzdienstleistungen;69;55;-9,91;3,31;-20,57;0,270;68;2,03;7,93;0,95;13,07;11,74;22,84;75;50,54;39,45;15,47;9,46;12,16;11,34;41;29,34;-;10,82;-;-;177,74;19,23;-;49;3,84;15,84;1,60;1,80
A14R7U;PayPal Holdings Inc.;US70450Y1038;Kreditdienstleistungen;Finanzdienstleistungen;69;11;-27,46;-35,80;-41,82;0,391;76;2,22;13,85;0,47;10,88;9,56;53,59;90;92,26;184,87;7,95;8,91;136,04;13,88;80;20,67;18,96;25,76;1,28;1,23;51,38;13,23;1.207,24;22;7,43;-;0,00;0,00
893413;Capital One Financial Corp.;US14040H1059;Kreditdienstleistungen;Finanzdienstleistungen;43;40;-5,46;-5,37;-26,01;0,357;68;1,03;6,46;5,25;7,80;6,86;20,88;31;32,01;-1,64;6,29;3,83;-34,90;13,80;40;9,29;-;11,55;-;-;90,97;10,51;-;60;4,03;13,40;2,70;2,80
A12HJF;Walgreens Boots Alliance Inc.;US9314271084;Pharmazeutische Einzelhändler;Gesundheitswesen;15;11;-39,81;-37,71;-49,48;0,314;68;0,13;343,92;5,59;5,35;6,29;24,42;8;5,73;-21,50;4,81;2,90;-20,72;-14,94;5;-14,01;-3,87;28,04;0,75;0,33;140,37;39,37;1.096,25;96;9,41;38,17;9,10;9,20
A2AR94;Redcare Pharmacy N.V.;NL0012044747;Pharmazeutische Einzelhändler;Gesundheitswesen;20;76;13,61;150,83;-11,52;0,560;18;1,33;neg.;-;neg.;neg.;23,42;51;226,72;-149,99;46,41;27,83;-132,28;-110,78;35;-10,05;-3,14;48,61;2,88;1,79;71,96;34,98;-889,17;9;-;-;0,00;0,00
A0Q6J0;DocMorris AG;CH0042615283;Pharmazeutische Einzelhändler;Gesundheitswesen;7;33;-0,92;42,55;-45,20;0,777;52;0,37;-;-;neg.;neg.;82,85;4;-18,37;-225,27;-38,73;21,06;-148,44;-168,02;34;12,67;-8,18;31,91;1,64;1,22;150,70;48,08;-858,30;18;-;-;0,00;0,00
121843;PetMed Express, Inc.;US7163821066;Pharmazeutische Einzelhändler;Gesundheitswesen;48;8;-31,35;-57,46;-58,63;0,450;70;0,78;9,34;2,32;29,00;21,84;;33;4,10;-46,92;-6,06;14,87;-99,04;9.666,67;81;-2,65;-2,66;75,43;3,60;2,90;0,49;0,37;-;50;11,71;12.000,00;7,39;6,80
A2PBPS;High Tide Inc;CA42981E4013;Pharmazeutische Einzelhändler;Gesundheitswesen;-;;19,66;-3,78;-35,19;0,612;;0,42;47,37;-;-;-;;;-;-;-;-;-;-;;-35,68;-12,33;56,91;1,07;0,56;44,70;25,44;-641,49;;0,00;-;-;-
860853;Walmart Inc.;US9311421039;Discounter;Defensive Konsumgüter;32;98;4,43;16,62;-3,81;0,154;27;0,69;40,51;2,00;44,27;24,64;12,32;65;24,70;183,89;6,73;4,93;-12,32;50,88;15;17,87;3,71;31,54;0,82;0,18;76,83;24,23;899,62;42;2,66;52,46;1,56;1,50
888351;Costco Wholesale Corp.;US22160K1051;Discounter;Defensive Konsumgüter;32;98;9,36;16,96;-3,12;0,207;9;1,05;38,39;4,41;39,49;35,83;6,77;65;71,14;98,04;6,76;4,52;7,52;10,17;53;27,56;3,48;;;;;;;24;0,95;;0,60;0,70
856243;Target Corp.;US87612E1064;Discounter;Defensive Konsumgüter;15;15;-32,87;-30,87;-39,43;0,316;62;0,48;neg.;0,80;23,52;14,60;34,25;29;42,25;36,04;2,94;-1,76;-57,59;25,41;10;29,87;4,42;;;;;;;64;4,28;;2,51;3,70
A0YEES;Dollar General Corp. (New);US2566771059;Discounter;Defensive Konsumgüter;13;7;-48,19;-51,86;-55,96;0,366;34;0,66;98,67;1,97;22,72;15,28;12,89;36;50,77;26,07;10,59;2,09;5,01;-29,62;28;34,73;7,99;;;;;;;58;9,28;;0,94;1,90
A0NFQC;Dollar Tree Inc.;US2567461080;Discounter;Defensive Konsumgüter;13;20;-27,11;-22,11;-34,34;0,324;40;0,86;93,08;1,50;20,95;18,76;33,69;45;34,94;-10,71;7,64;8,71;24,31;-17,49;32;13,98;5,82;;;;;;;20;2,76;;-;0,00
855686;The Walt Disney Co.;US2546871060;Unterhaltung;Kommunikationsdienstleistungen;21;28;-16,47;-18,40;-29,55;0,320;43;1,76;188,65;0,98;22,47;17,56;25,62;68;49,95;-55,98;7,74;5,08;113,76;28,01;32;2,37;6,88;46,66;1,00;0,83;54,32;25,34;441,19;24;0,00;26,51;0,00;0,40
552484;Netflix Inc.;US64110L1061;Unterhaltung;Kommunikationsdienstleistungen;32;76;23,13;39,90;-16,47;0,415;12;4,87;118,97;1,41;33,59;25,93;13,03;91;113,39;326,21;6,61;13,03;17,31;27,18;51;20,26;17,26;42,76;1,17;0,96;69,08;29,54;845,38;3;0,58;-;0,00;0,00
A3C291;UNIVERSAL MUSIC GROUP EO1;NL0015000IY2;Unterhaltung;Kommunikationsdienstleistungen;30;99;23,57;22,92;-5,71;0,236;11;4,19;28,93;2,62;23,37;20,44;11,05;83;81,23;72,48;5,57;8,48;96,55;14,42;25;48,96;15,42;20,20;0,55;0,32;113,70;22,97;1.423,53;25;2,06;118,60;2,50;2,80
A3DJQZ;Warner Bros Discovery;US9344231041;Unterhaltung;Kommunikationsdienstleistungen;1;11;-21,29;-22,05;-35,65;0,535;49;0,62;22,30;1,17;neg.;221,88;73,77;23;298,38;-193,64;24,32;2,65;-121,08;-94,10;3;-13,98;-13,97;35,15;0,93;0,76;104,04;36,57;-404,22;0;0,00;-;0,00;0,00
A0H0VZ;Live Nation Entertainment Inc.;US5380341090;Unterhaltung;Kommunikationsdienstleistungen;19;64;19,51;0,98;-21,06;0,340;56;0,99;17,22;0,99;70,86;46,12;35,86;96;88,38;1.160,21;21,82;7,70;71,85;53,65;2;-;5,40;-2,23;0,98;0,86;419,39;46,77;281,50;1;0,00;-;0,00;0,00
A0Q4K4;Activision Blizzard Inc.;US00507V1098;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;69;99;10,73;29,13;-0,16;0,231;8;8,59;36,59;2,19;22,02;21,03;0,61;65;29,07;74,80;28,59;1,34;118,95;4,49;91;11,10;30,84;70,27;4,07;3,71;18,77;13,19;1.714,81;32;1,06;51,56;1,00;0,50
878372;Electronic Arts Inc.;US2855121099;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;73;85;-0,91;2,65;-8,55;0,217;21;4,75;27,31;1,04;32,47;18,93;11,46;70;53,05;101,82;6,22;2,02;4,35;133,83;86;11,93;19,60;54,19;1,21;1,05;26,68;14,46;2.386,21;42;4,37;26,39;0,63;0,60
914508;Take-Two Interactive Softw.Inc;US8740541094;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;5;85;11,02;13,00;-7,78;0,331;3;4,33;neg.;4,72;77,95;44,02;11,21;52;106,68;9,21;52,64;3,09;-;-54,17;9;-13,19;-24,60;57,01;0,65;0,48;38,56;21,98;-829,88;10;0,90;-;-;0,00
;Roblox;US7710491033;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;1;10;-18,60;-25,73;-33,30;0,702;3;7,51;neg.;8,18;neg.;neg.;15,12;43;952,74;-1.231,42;53,75;16,44;-222,17;-195,95;14;-318,29;-45,48;5,69;1,55;1,35;508,72;28,96;-2.308,23;1;-;-;0,00;0,00
901581;Ubisoft Entertainment S.A.;FR0000054470;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;9;58;1,06;-4,14;-15,85;0,408;23;2,05;61,93;1,65;43,57;15,87;16,92;27;15,15;80,12;-14,63;17,13;-;-58,94;19;-30,08;-31,30;31,67;2,78;2,47;166,44;52,71;-1.577,22;16;1,22;-;-;0,00
871981;Adobe Inc.;US00724F1012;Software-Infrastruktur;Technologie;73;97;44,55;78,03;-5,04;0,345;9;13,61;34,73;2,07;34,13;30,21;9,91;91;114,57;201,61;10,05;12,29;57,20;12,98;91;33,97;35,06;51,72;1,11;1,00;32,97;17,05;5.464,29;10;2,08;-;0,00;0,00
870747;Microsoft Corp.;US5949181045;Software-Infrastruktur;Technologie;80;93;16,52;35,60;-10,49;0,292;11;11,64;42,38;2,42;36,89;29,71;21,15;79;87,29;115,61;6,88;11,22;0,31;13,35;92;38,82;43,07;50,06;1,77;1,54;29,08;14,56;4.638,16;36;1,73;28,10;0,80;0,90
871460;Oracle Corp.;US68389X1054;Software-Infrastruktur;Technologie;29;83;6,96;40,41;-19,96;0,281;34;5,92;45,49;1,25;34,96;18,40;26,54;87;36,06;81,77;17,71;7,60;27,39;76,00;4;-;26,36;0,80;0,91;0,74;8.432,53;67,33;360,37;40;1,82;46,91;1,51;1,40
A1JZ0Q;Palo Alto Networks Inc.;US6974351057;Software-Infrastruktur;Technologie;39;89;27,30;50,81;-8,10;0,397;15;12,97;29,88;1,75;386,54;45,79;14,71;99;182,68;1.741,40;25,29;18,92;-;268,28;25;44,90;8,51;12,06;0,78;0,68;129,87;15,66;2.862,44;6;0,38;-;-;0,00
883703;Synopsys Inc.;US8716071076;Software-Infrastruktur;Technologie;61;98;25,78;59,37;-5,99;0,298;6;13,66;46,35;2,20;42,64;37,34;9,43;93;86,72;282,44;14,68;13,01;72,22;14,21;81;17,89;20,00;58,57;1,09;0,85;11,90;6,97;65.795,76;7;1,44;-;0,00;0,00
863186;Advanced Micro Devices Inc.;US0079031078;Halbleiter;Technologie;69;69;17,41;74,80;-22,59;0,488;31;7,55;53,99;1,17;37,17;24,77;37,76;95;253,10;709,40;-3,13;20,00;223,76;50,07;81;-0,05;-1,07;81,02;2,36;1,57;5,23;4,24;1.445,45;5;0,92;-;0,00;0,00
918422;NVIDIA Corp.;US67066G1040;Halbleiter;Technologie;80;78;54,46;235,07;-16,90;0,519;33;32,15;276,38;0,90;83,14;38,85;57,82;89;367,36;527,43;0,22;102,99;-54,81;506,93;85;40,22;34,74;53,67;3,52;2,61;54,44;29,21;1.695,80;26;0,76;9,20;0,08;0,00
A2JG9Z;Broadcom Inc.;US11135F1012;Halbleiter;Technologie;80;98;35,95;91,82;-6,83;0,319;36;10,46;24,48;1,35;20,45;18,59;14,00;79;71,79;48,43;7,87;9,32;53,84;9,99;64;64,57;46,18;31,00;2,62;2,18;174,01;53,95;815,83;55;4,34;63,86;2,10;2,30
855681;Intel Corp.;US4581401001;Halbleiter;Technologie;30;83;18,81;30,66;-12,05;0,385;20;2,73;neg.;1,74;55,52;20,31;3,65;19;-25,89;-86,15;-16,73;12,03;-67,53;174,09;62;-0,91;-4,23;55,70;1,57;1,01;41,42;23,07;1.666,13;30;2,76;75,26;1,90;1,50
852654;Texas Instruments Inc.;US8825081040;Halbleiter;Technologie;56;50;-15,14;-6,55;-20,66;0,252;28;7,41;24,59;2,47;20,44;19,59;22,37;19;14,04;27,86;-10,12;7,15;-23,23;4,47;86;50,93;48,05;53,58;4,70;3,67;62,28;33,37;4.787,85;66;4,33;50,80;3,40;3,60
590375;Align Technology Inc.;US0162551016;Medizinische Geräte;Gesundheitswesen;61;27;-24,97;31,17;-34,08;0,539;35;5,65;75,05;1,69;31,00;26,19;39,97;89;101,96;75,48;6,34;11,63;89,91;18,37;92;8,68;15,34;60,55;1,26;1,04;3,52;2,13;177.176,47;10;1,83;-;0,00;0,00
850103;Abbott Laboratories;US0028241000;Medizinische Geräte;Gesundheitswesen;61;66;-11,62;2,64;-15,76;0,214;33;4,02;23,12;23,59;21,91;20,94;19,71;42;30,51;228,78;-8,58;4,94;11,82;4,83;75;14,01;17,11;49,28;1,63;1,23;48,29;23,80;1.588,53;50;3,53;49,10;2,00;2,20
864952;Stryker Corp.;US8636671013;Medizinische Geräte;Gesundheitswesen;39;72;-11,80;22,03;-13,20;0,255;18;5,32;55,97;2,66;25,66;23,20;18,31;72;49,02;9,16;9,86;7,57;66,46;10,63;51;16,40;18,03;45,05;1,63;0,87;78,53;35,38;5.182,35;33;1,10;45,95;0,90;1,00
A14M2J;Medtronic Inc.;IE00BTN1Y115;Medizinische Geräte;Gesundheitswesen;47;44;-18,60;-12,32;-20,66;0,237;51;3,07;26,29;1,44;29,92;14,28;23,05;31;5,27;48,74;-1,45;3,01;-24,40;80,80;72;6,97;19,44;56,61;2,39;1,54;47,32;26,79;943,40;45;3,61;96,45;2,99;3,60
884113;Boston Scientific Corp.;US1011371077;Medizinische Geräte;Gesundheitswesen;32;92;-1,63;24,49;-8,80;0,205;31;5,47;91,31;1,58;25,25;22,47;20,75;83;43,49;65,06;11,14;8,55;343,84;12,36;36;4,85;13,22;54,13;1,51;0,76;52,82;28,59;342,77;0;0,00;-;0,00;0,00
906866;Amazon.com Inc.;US0231351067;Internet-Einzelhandel;Zyklische Konsumgüter;10;70;19,04;5,96;-13,32;0,373;8;2,45;neg.;2,54;57,31;39,76;36,66;95;144,78;113,33;10,91;12,04;716,97;44,21;6;8,71;3,09;31,56;0,94;0,72;95,94;30,28;-150,78;0;0,00;-;0,00;0,00
A0MYNP;Mercadolibre Inc.;US58733R1023;Internet-Einzelhandel;Zyklische Konsumgüter;33;55;-7,73;39,09;-19,04;0,435;24;5,16;25,37;1,00;57,63;40,59;37,90;99;866,25;2.360,75;32,02;23,12;110,85;41,98;29;39,51;13,80;13,30;1,28;0,93;296,33;39,41;342,99;7;0,44;193,55;0,00;0,10
A2QEGF;Allegro.eu Registered Shares ZY -,01;LU2237380790;Internet-Einzelhandel;Zyklische Konsumgüter;21;44;-14,55;27,33;-27,74;0,403;11;3,38;27,28;-;32,61;20,62;40,84;91;442,34;122,36;19,13;13,79;-53,29;58,13;32;-17,37;-8,36;46,70;1,37;1,07;79,54;37,14;-197,34;4;0,00;-;0,00;0,20
A2QQZ2;Coupang;US22266T1097;Internet-Einzelhandel;Zyklische Konsumgüter;19;66;12,45;11,19;-12,71;0,449;10;1,40;neg.;-;60,72;35,98;23,34;93;489,41;-57,58;16,08;13,82;482,04;68,76;24;17,71;2,36;25,38;1,15;0,73;99,50;25,25;-242,69;0;0,00;-;0,00;0,00
916529;eBay Inc.;US2786421030;Internet-Einzelhandel;Zyklische Konsumgüter;53;56;-6,41;6,87;-21,41;0,302;43;2,28;16,66;3,50;9,85;9,12;18,53;50;17,41;61,30;3,69;3,59;83,33;8,07;54;25,52;20,01;24,71;2,18;1,98;182,81;45,18;-581,28;61;6,52;3,51;2,10;2,20
862485;Analog Devices Inc.;US0326541051;Halbleiter;Technologie;77;64;-10,15;14,59;-16,05;0,286;31;6,80;24,03;2,31;16,67;19,98;19,53;49;97,55;149,04;2,36;-10,10;90,67;-16,57;91;10,35;33,69;72,49;2,02;1,34;18,11;13,13;1.646,22;58;5,71;57,90;2,00;2,20
918422;NVIDIA Corp.;US67066G1040;Halbleiter;Technologie;80;78;54,57;235,30;-16,85;0,519;33;32,15;276,38;0,90;83,14;38,85;57,70;89;367,36;527,43;0,22;102,99;-54,81;506,93;85;40,22;34,74;53,67;3,52;2,61;54,44;29,21;1.695,80;26;0,76;9,20;0,08;0,00
A2JG9Z;Broadcom Inc.;US11135F1012;Halbleiter;Technologie;80;98;;;-6,80;0,319;36;10,46;24,48;1,35;20,45;18,59;13,97;79;71,79;48,43;7,87;9,32;53,84;9,99;64;64,57;46,18;31,00;2,62;2,18;174,01;53,95;815,83;55;4,34;63,86;2,10;2,30
863186;Advanced Micro Devices Inc.;US0079031078;Halbleiter;Technologie;69;69;;;-22,57;0,488;31;7,55;53,99;1,17;37,17;24,77;37,73;95;253,10;709,40;-3,13;20,00;223,76;50,07;81;-0,05;-1,07;81,02;2,36;1,57;5,23;4,24;1.445,45;5;0,92;-;0,00;0,00
855681;Intel Corp.;US4581401001;Halbleiter;Technologie;30;83;18,88;30,74;-12,00;0,385;20;2,73;neg.;1,74;55,52;20,31;3,59;19;-25,89;-86,15;-16,73;12,03;-67,53;174,09;62;-0,91;-4,23;55,70;1,57;1,01;41,42;23,07;1.666,13;30;2,76;75,26;1,90;1,50
901492;Ansys Inc.;US03662Q1058;Software-Anwendung;Technologie;57;61;-12,98;31,23;-19,98;0,305;12;11,68;42,42;3,42;32,55;29,02;19,81;85;77,38;72,95;11,09;10,29;43,36;12,17;92;11,19;28,38;72,76;2,09;2,03;17,81;12,95;2.631,53;6;0,95;-;0,00;0,00
A0B87V;Salesforce Inc;US79466L3024;Software-Anwendung;Technologie;56;76;5,24;28,08;-13,89;0,341;25;6,13;34,11;1,09;646,04;25,54;25,27;91;161,85;442,04;18,35;10,93;-85,81;3.720,08;51;2,67;12,98;59,04;1,02;0,90;24,14;14,25;347,40;23;4,06;-;-;0,00
716460;SAP SE;DE0007164600;Software-Anwendung;Technologie;47;96;0,08;27,59;-6,09;0,204;34;4,46;33,03;1,50;24,04;20,30;15,70;70;25,89;50,70;0,75;8,67;164,30;18,52;54;12,58;14,85;55,69;1,06;0,95;32,56;18,13;240,14;22;2,02;105,67;1,70;1,70
886053;Intuit Inc.;US4612021034;Software-Anwendung;Technologie;77;86;15,71;22,69;-8,38;0,350;8;10,38;31,97;2,28;64,69;31,12;9,69;94;136,26;173,20;12,90;11,55;15,66;92,75;84;14,14;22,53;62,16;1,47;1,26;38,73;24,08;1.305,24;34;1,98;37,05;0,61;0,70
A1JX4P;ServiceNow Inc.;US81762P1021;Software-Anwendung;Technologie;52;85;15,56;51,55;-11,03;0,384;15;14,03;53,55;1,69;54,57;44,33;18,05;98;241,52;6.543,32;22,98;21,75;518,94;23,05;55;25,61;8,41;37,84;1,11;1,00;44,36;16,78;1.577,78;0;0,00;-;0,00;0,00
865177;Applied Materials Inc.;US0382221051;Halbleiter Ausstattung und Materialien;Technologie;69;86;19,42;64,61;-12,59;0,380;33;4,52;25,68;4,59;17,03;17,37;17,45;38;57,56;164,06;2,08;-0,61;5,76;-1,92;86;47,44;29,12;45,63;2,16;1,23;47,80;21,81;3.432,89;40;3,24;13,71;0,80;0,90
A1J4U4;ASML Holding N.V.;NL0010273215;Halbleiter Ausstattung und Materialien;Technologie;65;62;-3,39;15,41;-21,16;0,316;29;8,55;38,10;1,26;28,08;27,38;28,03;86;148,89;218,79;28,64;3,41;37,52;7,17;72;81,25;33,05;24,27;1,28;0,80;48,35;11,74;10.718,59;39;2,06;41,05;1,20;1,30
869686;Lam Research Corp.;US5128071082;Halbleiter Ausstattung und Materialien;Technologie;61;78;18,01;64,38;-16,45;0,405;31;5,01;18,16;2,35;17,89;21,77;15,69;23;51,69;90,33;1,17;-15,98;1,40;-17,87;84;62,27;30,39;43,71;3,16;1,96;61,04;26,68;2.840,08;43;3,56;21,60;1,07;1,30
865884;KLA Corp.;US4824801009;Halbleiter Ausstattung und Materialien;Technologie;61;91;25,87;61,25;-9,91;0,363;27;6,41;20,87;2,69;19,75;21,02;15,90;57;109,93;195,33;13,94;-8,62;10,17;-8,41;66;156,78;38,93;20,75;2,24;1,37;207,66;43,09;1.376,08;49;3,03;11,57;-;1,10
868730;ASM International N.V.;NL0000334118;Halbleiter Ausstattung und Materialien;Technologie;91;64;9,84;60,72;-25,11;0,398;25;7,25;52,20;1,47;28,23;26,20;21,70;90;216,45;326,17;7,38;11,59;60,41;7,72;99;22,13;27,52;73,30;2,14;1,36;1,02;0,75;33.256,66;33;0,89;31,53;0,80;1,00
A1J85V;ASML Holding N.V.;USN070592100;Halbleiter Ausstattung und Materialien;Technologie;52;55;-7,04;26,18;-24,45;0,369;27;8,53;38,10;1,26;28,29;27,58;20,85;85;140,48;205,08;24,30;3,55;31,61;7,21;72;81,25;33,05;24,27;1,28;0,80;48,35;11,74;10.718,59;25;2,08;-;1,20;1,30
A1J4U4;ASML Holding N.V.;NL0010273215;Halbleiter Ausstattung und Materialien;Technologie;65;62;-3,39;15,41;-21,16;0,316;29;8,55;38,10;1,26;28,08;27,38;28,03;86;148,89;218,79;28,64;3,41;37,52;7,17;72;81,25;33,05;24,27;1,28;0,80;48,35;11,74;10.718,59;39;2,06;41,05;1,20;1,30
865177;Applied Materials Inc.;US0382221051;Halbleiter Ausstattung und Materialien;Technologie;69;86;19,45;64,66;-12,59;0,380;33;4,52;25,68;4,59;17,03;17,37;17,42;38;57,56;164,06;2,08;-0,61;5,76;-1,92;86;47,44;29,12;45,63;2,16;1,23;47,80;21,81;3.432,89;40;3,24;13,71;0,80;0,90
869686;Lam Research Corp.;US5128071082;Halbleiter Ausstattung und Materialien;Technologie;61;78;18,01;64,38;-16,45;0,405;31;5,01;18,16;2,35;17,89;21,77;15,69;23;51,69;90,33;1,17;-15,98;1,40;-17,87;84;62,27;30,39;43,71;3,16;1,96;61,04;26,68;2.840,08;43;3,56;21,60;1,07;1,30
865884;KLA Corp.;US4824801009;Halbleiter Ausstattung und Materialien;Technologie;61;91;25,87;61,25;-9,91;0,363;27;6,41;20,87;2,69;19,75;21,02;15,90;57;109,93;195,33;13,94;-8,62;10,17;-8,41;66;156,78;38,93;20,75;2,24;1,37;207,66;43,09;1.376,08;49;3,03;11,57;-;1,10
A3DUN5;Atlassian Corporation;US0494681010;Software-Anwendung;Technologie;11;52;21,28;-3,27;-12,98;0,685;6;14,06;60,47;3,68;-;87,54;20,62;88;242,81;-19,67;26,11;17,36;-;12,88;19;-98,31;-7,95;15,94;1,35;1,28;195,88;31,23;-932,06;6;0,29;-;-;0,00
A0B87V;Salesforce Inc;US79466L3024;Software-Anwendung;Technologie;56;76;5,22;28,05;-13,91;0,341;25;6,13;34,11;1,09;646,04;25,54;25,31;91;161,85;442,04;18,35;10,93;-85,81;3.720,08;51;2,67;12,98;59,04;1,02;0,90;24,14;14,25;347,40;23;4,06;-;-;0,00
716460;SAP SE;DE0007164600;Software-Anwendung;Technologie;47;96;0,05;27,55;-6,12;0,204;34;4,46;33,03;1,50;24,04;20,30;15,74;70;25,89;50,70;0,75;8,67;164,30;18,52;54;12,58;14,85;55,69;1,06;0,95;32,56;18,13;240,14;22;2,02;105,67;1,70;1,70
886053;Intuit Inc.;US4612021034;Software-Anwendung;Technologie;77;86;;;-8,43;0,350;8;10,38;31,97;2,28;64,69;31,12;9,74;94;136,26;173,20;12,90;11,55;15,66;92,75;84;14,14;22,53;62,16;1,47;1,26;38,73;24,08;1.305,24;34;1,98;37,05;0,61;0,70
A1JX4P;ServiceNow Inc.;US81762P1021;Software-Anwendung;Technologie;52;85;15,56;51,55;-11,03;0,384;15;14,03;53,55;1,69;54,57;44,33;18,05;98;241,52;6.543,32;22,98;21,75;518,94;23,05;55;25,61;8,41;37,84;1,11;1,00;44,36;16,78;1.577,78;0;0,00;-;0,00;0,00
869964;Autodesk Inc.;US0527691069;Software-Anwendung;Technologie;33;64;4,13;1,26;-12,74;0,363;24;8,73;23,09;1,25;76,03;27,30;16,22;96;111,70;1.917,91;14,11;8,70;68,75;95,97;23;89,83;19,57;12,13;0,84;0,76;232,84;28,25;1.432,39;17;1,99;-;-;0,00
A0B87V;Salesforce Inc;US79466L3024;Software-Anwendung;Technologie;56;76;5,22;28,05;-13,91;0,341;25;6,13;34,11;1,09;646,04;25,54;25,31;91;161,85;442,04;18,35;10,93;-85,81;3.720,08;51;2,67;12,98;59,04;1,02;0,90;24,14;14,25;347,40;23;4,06;-;-;0,00
716460;SAP SE;DE0007164600;Software-Anwendung;Technologie;47;96;0,05;27,55;-6,12;0,204;34;4,46;33,03;1,50;24,04;20,30;15,74;70;25,89;50,70;0,75;8,67;164,30;18,52;54;12,58;14,85;55,69;1,06;0,95;32,56;18,13;240,14;22;2,02;105,67;1,70;1,70
886053;Intuit Inc.;US4612021034;Software-Anwendung;Technologie;77;86;15,65;22,62;-8,43;0,350;8;10,38;31,97;2,28;64,69;31,12;9,75;94;136,26;173,20;12,90;11,55;15,66;92,75;84;14,14;22,53;62,16;1,47;1,26;38,73;24,08;1.305,24;34;1,98;37,05;0,61;0,70
